URLLength,DomainLength,TLDEncoding,NoOfLettersInURL,NoOfDigitsInURL,NoOfSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,NoOfReference,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfExternalFiles,HasDescription,HasSocialNet,HasCopyrightInfo,label
76,44,0.24,36,7,5,0,310,2850,0,4,15.0,18.5,0,0,0,10,0,0,0,0
42,22,0.29,18,2,2,0,105,930,0,2,8.0,9.5,0,0,0,3,0,0,0,0
96,57,0.12,46,9,7,0,460,3800,0,7,18.0,21.5,0,0,0,16,0,0,0,0
61,33,0.06,28,5,4,0,190,1500,0,3,5.5,7.5,0,0,0,5,0,0,0,0
87,49,0.16,41,8,7,0,410,3500,0,5,18.0,21.5,0,0,0,14,0,0,0,0
48,26,0.36,21,3,2,0,130,1080,0,2,10.0,12.0,0,0,0,4,0,0,0,0
69,38,0.10,32,5,5,0,215,1880,0,4,14.0,16.5,0,0,0,8,0,0,0,0
93,55,0.15,44,9,7,0,380,3500,0,6,16.5,21.0,0,0,0,15,0,0,0,0
55,31,0.28,25,4,4,0,160,1300,0,3,9.0,11.0,0,0,0,6,0,0,0,0
82,46,0.05,38,7,6,0,370,3300,0,5,16.0,17.5,0,0,0,10,0,0,0,0
36,19,0.21,15,2,2,0,80,700,0,1,4.0,7.0,0,0,0,2,0,0,0,0
100,64,0.09,49,10,8,0,500,4300,0,8,25.0,29.5,0,0,0,17,0,0,0,0
54,30,0.27,26,4,4,0,160,1450,0,2,10.0,12.5,0,0,0,6,0,0,0,0
40,21,0.25,16,2,2,0,85,770,0,1,3.0,5.0,0,0,0,2,0,0,0,0
77,44,0.21,36,7,5,0,310,2800,0,4,15.0,19.5,0,0,0,9,0,0,0,0
51,27,0.34,23,3,3,0,140,1250,0,2,10.0,12.0,0,0,0,5,0,0,0,0
90,50,0.13,41,8,6,0,400,3450,0,5,14.0,19.0,0,0,0,15,0,0,0,0
57,28,0.07,26,4,3,0,170,1460,0,2,5.0,6.5,0,0,0,6,0,0,0,0
73,41,0.16,35,6,4,0,310,2850,0,4,12.0,16.0,0,0,0,10,0,0,0,0
99,60,0.03,48,9,8,0,490,4050,0,7,18.0,21.0,0,0,0,17,0,0,0,0
65,37,0.10,31,5,4,0,210,1800,0,3,5.5,9.0,0,0,0,8,0,0,0,0
43,24,0.28,18,2,2,0,105,940,0,2,8.0,11.5,0,0,0,3,0,0,0,0
84,47,0.05,39,7,6,0,320,3150,0,5,16.5,18.0,0,0,0,11,0,0,0,0
63,35,0.20,29,5,4,0,195,1800,0,3,12.5,14.5,0,0,0,5,0,0,0,0
96,59,0.11,46,9,7,0,460,3800,0,7,18.0,21.0,0,0,0,16,0,0,0,0
50,28,0.24,23,3,3,0,145,1200,0,2,9.0,10.0,0,0,0,4,0,0,0,0
24,10,0.82,10,1,1,1,700,2700,1,15,46.0,48.5,1,1,1,21,1,1,1,1
30,14,0.78,12,1,1,1,850,3350,1,19,58.0,60.2,1,1,1,27,1,1,1,1
18,6,0.99,7,0,1,1,560,1900,1,8,32.0,35.0,1,1,1,13,1,1,1,1
34,15,0.75,14,2,2,1,900,3550,1,22,60.0,64.0,1,1,1,32,1,1,1,1
21,8,0.88,8,1,1,1,610,2200,1,11,38.0,40.0,1,1,1,18,1,1,1,1
38,17,0.68,17,2,2,1,970,4050,1,28,64.0,66.0,1,1,1,39,1,1,1,1
15,5,0.96,6,0,1,1,530,1500,1,7,30.0,31.0,1,1,1,12,1,1,1,1
33,15,0.70,14,2,2,1,880,3550,1,21,60.0,62.5,1,1,1,31,1,1,1,1
19,7,0.93,7,0,1,1,580,1850,1,8,32.0,34.5,1,1,1,14,1,1,1,1
27,11,0.82,11,1,1,1,740,2950,1,16,48.0,52.0,1,1,1,23,1,1,1,1
32,14,0.72,13,1,2,1,840,3300,1,20,55.0,59.0,1,1,1,28,1,1,1,1
16,5,0.97,6,0,1,1,540,1550,1,7,30.0,33.0,1,1,1,13,1,1,1,1
35,16,0.60,15,2,2,1,930,3800,1,24,64.0,66.5,1,1,1,33,1,1,1,1
20,7,0.92,8,1,1,1,600,2100,1,10,40.0,42.0,1,1,1,17,1,1,1,1
26,10,0.87,10,1,1,1,720,2800,1,14,50.0,52.5,1,1,1,23,1,1,1,1
31,13,0.84,13,1,2,1,860,3420,1,20,56.0,60.0,1,1,1,29,1,1,1,1
14,4,0.93,5,0,1,1,550,1450,1,7,28.0,30.0,1,1,1,10,1,1,1,1
28,12,0.83,11,1,1,1,760,3000,1,16,49.0,50.5,1,1,1,24,1,1,1,1
22,9,0.90,9,1,1,1,640,2100,1,13,42.0,45.0,1,1,1,20,1,1,1,1
37,17,0.67,16,2,3,1,980,4200,1,28,64.0,68.0,1,1,1,38,1,1,1,1
39,18,0.70,17,2,2,1,990,4300,1,29,65.0,68.5,1,1,1,39,1,1,1,1
23,9,0.79,9,1,1,1,610,2200,1,12,42.0,44.0,1,1,1,20,1,1,1,1
41,19,0.69,18,2,2,1,995,4450,1,29,66.0,70.0,1,1,1,40,1,1,1,1
17,6,0.94,6,0,1,1,550,1700,1,9,34.0,36.0,1,1,1,12,1,1,1,1
29,12,0.80,12,1,1,1,815,3300,1,18,52.0,56.0,1,1,1,26,1,1,1,1
33,15,0.74,14,2,2,1,880,3600,1,21,60.0,63.0,1,1,1,31,1,1,1,1
43,20,0.64,19,3,2,1,1050,4600,1,35,70.0,72.5,1,1,1,45,1,1,1,1
18,6,0.98,7,0,1,1,560,1950,1,8,32.0,35.0,1,1,1,13,1,1,1,1
36,16,0.73,16,2,2,1,940,3900,1,25,62.0,64.0,1,1,1,35,1,1,1,1
40,19,0.66,18,2,2,1,990,4600,1,29,66.0,69.5,1,1,1,40,1,1,1,1
45,21,0.61,19,3,2,1,1020,4400,1,31,70.0,74.0,1,1,1,41,1,1,1,1
35,17,0.63,15,2,2,1,930,3850,1,24,64.0,66.5,1,1,1,33,1,1,1,1
27,10,0.85,10,1,1,1,720,2750,1,14,48.0,50.0,1,1,1,23,1,1,1,1
31,14,0.86,13,1,2,1,870,3450,1,20,56.0,60.0,1,1,1,29,1,1,1,1
15,5,0.99,6,0,1,1,530,1500,1,7,30.0,32.0,1,1,1,12,1,1,1,1
25,10,0.81,10,1,1,1,690,2700,1,14,46.0,47.5,1,1,1,21,1,1,1,1
34,15,0.68,14,2,2,1,900,3500,1,22,60.0,63.5,1,1,1,32,1,1,1,1
14,4,0.91,5,0,1,1,540,1450,1,7,28.0,29.0,1,1,1,10,1,1,1,1
20,7,0.87,8,1,1,1,610,2150,1,10,40.0,42.0,1,1,1,17,1,1,1,1
38,18,0.63,17,2,2,1,970,4050,1,28,64.0,66.0,1,1,1,39,1,1,1,1
44,21,0.62,19,3,2,1,1010,4400,1,32,68.0,70.5,1,1,1,42,1,1,1,1
26,11,0.88,10,1,1,1,730,2820,1,14,50.0,55.0,1,1,1,22,1,1,1,1
16,5,0.96,6,0,1,1,540,1600,1,7,30.0,31.5,1,1,1,13,1,1,1,1
39,18,0.71,17,2,2,1,1000,4350,1,29,65.0,67.0,1,1,1,39,1,1,1,1
58,33,0.08,27,4,3,0,180,1400,0,2,5.0,8.5,0,0,0,6,0,0,0,0
73,41,0.12,35,6,4,0,310,2850,0,4,12.0,16.0,0,0,0,10,0,0,0,0
44,25,0.26,19,3,2,0,115,930,0,2,9.0,12.0,0,0,0,3,0,0,0,0
99,60,0.07,48,9,8,0,490,4000,0,7,18.0,21.5,0,0,0,17,0,0,0,0
55,29,0.27,25,4,4,0,160,1320,0,3,9.5,11.0,0,0,0,6,0,0,0,0
67,37,0.13,32,6,5,0,210,1900,0,3,14.0,15.5,0,0,0,8,0,0,0,0
90,51,0.21,41,8,6,0,400,3450,0,5,15.0,20.0,0,0,0,15,0,0,0,0
36,19,0.25,15,2,2,0,80,780,0,1,4.0,7.0,0,0,0,2,0,0,0,0
82,45,0.09,38,7,6,0,370,3250,0,5,16.0,17.5,0,0,0,10,0,0,0,0
49,27,0.34,22,3,3,0,140,1125,0,2,10.0,12.5,0,0,0,4,0,0,0,0
61,34,0.15,28,5,4,0,190,1500,0,3,9.5,11.0,0,0,0,5,0,0,0,0
87,49,0.09,41,8,7,0,410,3500,0,5,18.5,20.0,0,0,0,14,0,0,0,0
43,24,0.36,18,2,2,0,105,945,0,2,10.0,12.5,0,0,0,3,0,0,0,0
76,44,0.14,36,7,5,0,310,2800,0,4,15.0,18.0,0,0,0,10,0,0,0,0
57,28,0.10,26,4,3,0,170,1450,0,2,6.0,7.0,0,0,0,6,0,0,0,0
95,58,0.03,45,9,7,0,450,3850,0,7,18.0,19.5,0,0,0,16,0,0,0,0
50,28,0.22,23,3,3,0,145,1200,0,2,9.5,12.0,0,0,0,4,0,0,0,0
64,36,0.25,29,5,4,0,210,1820,0,3,12.0,15.5,0,0,0,6,0,0,0,0
85,47,0.06,40,7,6,0,330,3150,0,5,16.5,18.0,0,0,0,12,0,0,0,0
39,21,0.38,16,2,2,0,90,800,0,1,8.0,9.0,0,0,0,2,0,0,0,0
71,39,0.09,34,6,4,0,220,2300,0,4,15.0,16.5,0,0,0,9,0,0,0,0
46,24,0.29,20,2,2,0,120,970,0,2,9.0,13.0,0,0,0,4,0,0,0,0
92,54,0.13,44,8,7,0,380,3500,0,6,15.0,19.0,0,0,0,15,0,0,0,0
53,29,0.05,25,4,3,0,160,1400,0,2,5.5,8.0,0,0,0,6,0,0,0,0
88,48,0.10,40,8,6,0,390,3400,0,5,15.5,19.5,0,0,0,13,0,0,0,0
42,23,0.28,18,2,2,0,105,930,0,2,8.0,10.5,0,0,0,3,0,0,0,0
68,35,0.19,32,5,4,0,220,1850,0,4,5.5,9.0,0,0,0,8,0,0,0,0
93,55,0.18,44,9,7,0,380,3450,0,6,16.0,21.0,0,0,0,15,0,0,0,0
60,33,0.31,28,4,4,0,160,1650,0,3,10.5,12.0,0,0,0,5,0,0,0,0
81,45,0.07,36,7,6,0,285,3000,0,4,12.5,16.0,0,0,0,9,0,0,0,0
35,18,0.35,14,2,2,0,100,840,0,1,8.0,9.5,0,0,0,2,0,0,0,0
100,63,0.02,49,10,8,0,500,4200,0,8,25.0,27.5,0,0,0,17,0,0,0,0
54,30,0.34,26,4,4,0,160,1450,0,2,10.0,13.0,0,0,0,6,0,0,0,0
40,21,0.30,16,2,2,0,85,750,0,1,3.5,7.0,0,0,0,2,0,0,0,0
77,43,0.16,36,7,5,0,310,2800,0,4,15.5,19.0,0,0,0,9,0,0,0,0
51,27,0.29,23,3,3,0,140,1250,0,2,8.0,10.0,0,0,0,5,0,0,0,0
89,52,0.05,42,8,6,0,420,3550,0,5,18.5,22.0,0,0,0,14,0,0,0,0
37,20,0.31,15,2,1,0,95,800,0,1,8.0,9.5,0,0,0,2,0,0,0,0
96,57,0.08,46,9,7,0,460,3800,0,7,18.0,21.0,0,0,0,16,0,0,0,0
63,34,0.23,29,5,4,0,200,1800,0,3,12.0,16.0,0,0,0,5,0,0,0,0
84,47,0.09,39,7,6,0,320,3100,0,5,16.5,18.5,0,0,0,11,0,0,0,0
28,16,0.10,12,1,1,0,100,850,0,1,2.0,3.0,0,0,0,2,0,0,0,0
56,30,0.20,26,4,3,0,175,1500,0,2,8.5,9.0,0,0,0,6,0,0,0,0
86,48,0.14,41,8,7,0,400,3500,0,5,18.0,22.0,0,0,0,13,0,0,0,0
45,24,0.33,19,2,2,0,110,900,0,2,10.0,12.5,0,0,0,3,0,0,0,0
30,14,0.79,12,1,1,1,850,3300,1,19,58.0,59.5,1,1,1,27,1,1,1,1
24,10,0.83,10,1,1,1,700,2700,1,15,46.0,49.0,1,1,1,21,1,1,1,1
19,7,0.95,7,0,1,1,580,1850,1,8,33.0,34.5,1,1,1,14,1,1,1,1
33,16,0.71,14,2,2,1,890,3550,1,21,60.0,62.5,1,1,1,31,1,1,1,1
38,18,0.65,17,2,2,1,970,4100,1,28,64.0,66.5,1,1,1,39,1,1,1,1
22,9,0.93,9,1,1,1,640,2200,1,13,42.0,46.0,1,1,1,20,1,1,1,1
16,5,0.98,6,0,1,1,540,1600,1,7,30.0,31.5,1,1,1,13,1,1,1,1
36,17,0.71,16,2,2,1,940,3950,1,25,60.0,62.0,1,1,1,35,1,1,1,1
21,8,0.87,8,1,1,1,610,2200,1,11,38.0,41.0,1,1,1,18,1,1,1,1
39,18,0.69,17,2,2,1,990,4250,1,29,65.0,69.5,1,1,1,39,1,1,1,1
15,5,0.96,6,0,1,1,530,1500,1,7,30.0,32.0,1,1,1,12,1,1,1,1
27,11,0.80,11,1,1,1,740,2950,1,16,48.0,50.0,1,1,1,23,1,1,1,1
32,14,0.75,13,1,2,1,840,3300,1,20,57.0,60.0,1,1,1,28,1,1,1,1
18,6,0.99,7,0,1,1,560,1900,1,8,32.0,34.0,1,1,1,13,1,1,1,1
35,16,0.64,15,2,2,1,930,3800,1,24,64.0,66.0,1,1,1,33,1,1,1,1
20,7,0.89,8,1,1,1,600,2100,1,10,40.0,42.0,1,1,1,17,1,1,1,1
26,10,0.86,10,1,1,1,720,2800,1,14,50.0,54.0,1,1,1,23,1,1,1,1
31,13,0.82,13,1,2,1,860,3400,1,20,56.0,59.0,1,1,1,29,1,1,1,1
14,4,0.94,5,0,1,1,540,1450,1,7,28.0,30.5,1,1,1,10,1,1,1,1
28,12,0.84,11,1,1,1,760,2950,1,16,49.0,53.0,1,1,1,24,1,1,1,1
22,9,0.90,9,1,1,1,640,2100,1,13,42.0,44.0,1,1,1,20,1,1,1,1
37,17,0.70,16,2,3,1,980,4200,1,28,64.0,67.5,1,1,1,38,1,1,1,1
43,20,0.65,19,3,2,1,1050,4600,1,35,70.0,74.0,1,1,1,45,1,1,1,1
17,6,0.94,6,0,1,1,550,1700,1,9,34.0,36.5,1,1,1,12,1,1,1,1
29,12,0.80,12,1,1,1,815,3300,1,18,52.0,55.0,1,1,1,26,1,1,1,1
33,16,0.67,14,2,2,1,880,3600,1,21,60.0,62.0,1,1,1,31,1,1,1,1
41,19,0.68,18,2,2,1,995,4450,1,29,66.0,69.5,1,1,1,40,1,1,1,1
16,5,0.97,6,0,1,1,540,1600,1,7,30.0,32.0,1,1,1,13,1,1,1,1
31,14,0.84,13,1,2,1,870,3450,1,20,56.0,60.5,1,1,1,29,1,1,1,1
25,10,0.84,10,1,1,1,710,2650,1,14,48.0,50.0,1,1,1,21,1,1,1,1
34,15,0.76,14,2,2,1,900,3500,1,22,62.0,66.0,1,1,1,32,1,1,1,1
38,17,0.66,17,2,2,1,970,4050,1,28,64.0,66.0,1,1,1,39,1,1,1,1
19,7,0.92,7,0,1,1,580,1850,1,8,32.0,33.5,1,1,1,14,1,1,1,1
44,21,0.60,19,3,2,1,1010,4400,1,32,68.0,71.0,1,1,1,42,1,1,1,1
26,11,0.85,10,1,1,1,730,2800,1,14,50.0,53.5,1,1,1,22,1,1,1,1
15,5,0.99,6,0,1,1,530,1500,1,7,30.0,31.0,1,1,1,12,1,1,1,1
40,19,0.63,18,2,2,1,990,4600,1,29,66.0,69.0,1,1,1,40,1,1,1,1
36,16,0.72,16,2,2,1,940,3900,1,25,60.0,63.0,1,1,1,35,1,1,1,1
45,21,0.60,19,3,2,1,1020,4400,1,31,70.0,73.5,1,1,1,41,1,1,1,1
23,9,0.77,9,1,1,1,610,2250,1,12,42.0,43.5,1,1,1,20,1,1,1,1
28,11,0.84,11,1,1,1,765,2980,1,16,49.0,51.5,1,1,1,24,1,1,1,1
33,15,0.72,14,2,2,1,880,3600,1,21,60.0,63.0,1,1,1,31,1,1,1,1
39,18,0.74,17,2,2,1,990,4300,1,29,65.0,68.5,1,1,1,39,1,1,1,1
24,10,0.79,10,1,1,1,700,2650,1,15,46.0,47.5,1,1,1,21,1,1,1,1
14,4,0.90,5,0,1,1,540,1400,1,7,28.0,30.0,1,1,1,10,1,1,1,1
60,32,0.12,28,4,3,0,170,1400,0,2,7.0,10.5,0,0,0,5,0,0,0,0
92,53,0.16,44,8,6,0,380,3450,0,6,15.0,19.5,0,0,0,15,0,0,0,0
36,19,0.20,15,2,2,0,80,700,0,1,3.5,5.0,0,0,0,2,0,0,0,0
74,42,0.09,35,6,4,0,305,2850,0,4,10.0,13.5,0,0,0,9,0,0,0,0
55,31,0.05,25,4,4,0,160,1320,0,3,9.5,12.0,0,0,0,6,0,0,0,0
87,48,0.11,40,8,7,0,410,3500,0,5,18.0,22.0,0,0,0,14,0,0,0,0
43,24,0.31,18,2,2,0,105,940,0,2,8.0,10.0,0,0,0,3,0,0,0,0
66,36,0.25,31,5,4,0,210,1820,0,3,12.0,16.0,0,0,0,7,0,0,0,0
101,62,0.06,50,10,8,0,510,4200,0,8,25.5,28.0,0,0,0,17,0,0,0,0
59,33,0.14,27,4,3,0,180,1500,0,2,6.0,9.5,0,0,0,6,0,0,0,0
80,44,0.08,37,7,5,0,285,2900,0,4,12.5,15.5,0,0,0,9,0,0,0,0
49,27,0.33,22,3,3,0,140,1110,0,2,10.0,12.0,0,0,0,4,0,0,0,0
95,57,0.04,45,9,7,0,450,3850,0,7,18.5,20.0,0,0,0,16,0,0,0,0
35,18,0.36,14,2,2,0,100,850,0,1,8.0,10.0,0,0,0,2,0,0,0,0
78,44,0.22,35,7,5,0,285,2750,0,4,10.0,12.5,0,0,0,9,0,0,0,0
56,30,0.28,26,4,3,0,175,1500,0,2,8.0,10.0,0,0,0,6,0,0,0,0
90,52,0.13,41,8,6,0,400,3450,0,5,15.5,19.0,0,0,0,15,0,0,0,0
41,21,0.35,17,2,2,0,100,860,0,1,8.5,10.0,0,0,0,3,0,0,0,0
72,39,0.09,34,6,5,0,220,2300,0,4,15.0,17.0,0,0,0,10,0,0,0,0
53,29,0.07,25,4,3,0,160,1400,0,2,5.5,8.0,0,0,0,6,0,0,0,0
99,61,0.02,48,9,8,0,490,4050,0,7,18.0,21.5,0,0,0,17,0,0,0,0
63,35,0.20,29,5,4,0,200,1800,0,3,12.5,14.0,0,0,0,5,0,0,0,0
84,46,0.09,39,7,6,0,320,3100,0,5,16.0,19.0,0,0,0,11,0,0,0,0
46,25,0.30,20,2,2,0,120,975,0,2,9.0,13.0,0,0,0,4,0,0,0,0
68,35,0.19,32,5,4,0,220,1850,0,4,5.0,9.0,0,0,0,8,0,0,0,0
93,55,0.16,44,9,7,0,380,3500,0,6,16.0,20.5,0,0,0,15,0,0,0,0
38,20,0.27,15,2,1,0,90,760,0,1,5.5,7.5,0,0,0,2,0,0,0,0
76,44,0.24,36,7,5,0,310,2850,0,4,15.5,18.0,0,0,0,10,0,0,0,0
54,30,0.26,26,4,4,0,160,1450,0,2,10.0,12.5,0,0,0,6,0,0,0,0
89,50,0.10,42,8,6,0,420,3550,0,5,18.0,22.5,0,0,0,14,0,0,0,0
100,64,0.05,49,10,8,0,500,4200,0,8,25.0,29.0,0,0,0,17,0,0,0,0
52,28,0.21,24,3,3,0,150,1250,0,2,8.5,11.0,0,0,0,5,0,0,0,0
81,46,0.03,36,7,5,0,285,3000,0,4,12.0,15.0,0,0,0,9,0,0,0,0
37,20,0.38,15,2,1,0,95,810,0,1,8.0,9.5,0,0,0,2,0,0,0,0
96,58,0.11,46,9,7,0,460,3800,0,7,18.0,21.0,0,0,0,16,0,0,0,0
62,34,0.31,30,5,4,0,200,1850,0,3,13.0,16.0,0,0,0,5,0,0,0,0
79,43,0.06,36,7,5,0,280,2700,0,4,12.5,14.5,0,0,0,9,0,0,0,0
33,18,0.36,14,2,2,0,100,860,0,1,8.0,9.0,0,0,0,2,0,0,0,0
57,28,0.08,26,4,3,0,170,1450,0,2,6.0,7.5,0,0,0,6,0,0,0,0
71,40,0.14,34,6,4,0,220,2400,0,4,15.5,18.0,0,0,0,9,0,0,0,0
48,26,0.27,21,3,2,0,130,1080,0,2,10.0,12.5,0,0,0,4,0,0,0,0
65,38,0.32,31,5,4,0,210,1850,0,3,12.0,14.5,0,0,0,8,0,0,0,0
92,54,0.17,43,8,6,0,380,3450,0,6,15.0,19.0,0,0,0,15,0,0,0,0
40,22,0.26,16,2,2,0,85,780,0,1,3.0,6.0,0,0,0,2,0,0,0,0
83,47,0.07,39,7,6,0,330,3100,0,5,16.5,18.5,0,0,0,11,0,0,0,0
44,25,0.35,19,3,2,0,115,930,0,2,10.0,12.5,0,0,0,3,0,0,0,0
99,60,0.04,48,9,8,0,490,4000,0,7,18.5,22.0,0,0,0,17,0,0,0,0
25,10,0.83,10,1,1,1,700,2700,1,14,46.0,49.5,1,1,1,21,1,1,1,1
31,14,0.77,13,1,2,1,860,3400,1,20,57.0,60.5,1,1,1,29,1,1,1,1
19,7,0.94,7,0,1,1,580,1850,1,8,33.0,35.0,1,1,1,14,1,1,1,1
34,15,0.73,14,2,2,1,900,3550,1,22,60.0,63.0,1,1,1,32,1,1,1,1
38,18,0.66,17,2,2,1,970,4100,1,28,64.0,66.5,1,1,1,39,1,1,1,1
22,9,0.89,9,1,1,1,640,2100,1,13,42.0,44.0,1,1,1,20,1,1,1,1
16,5,0.96,6,0,1,1,540,1550,1,7,30.0,32.0,1,1,1,13,1,1,1,1
36,17,0.69,16,2,2,1,940,3900,1,25,60.0,63.0,1,1,1,35,1,1,1,1
21,8,0.88,8,1,1,1,610,2200,1,11,38.0,41.0,1,1,1,18,1,1,1,1
39,18,0.72,17,2,2,1,990,4250,1,29,65.0,69.0,1,1,1,39,1,1,1,1
15,5,0.99,6,0,1,1,530,1500,1,7,30.0,32.5,1,1,1,12,1,1,1,1
27,11,0.81,11,1,1,1,740,2900,1,16,48.0,51.0,1,1,1,23,1,1,1,1
32,14,0.76,13,1,2,1,840,3300,1,20,56.0,60.0,1,1,1,28,1,1,1,1
18,6,0.99,7,0,1,1,560,1900,1,8,32.0,36.0,1,1,1,13,1,1,1,1
35,16,0.61,15,2,2,1,930,3850,1,24,64.0,66.0,1,1,1,33,1,1,1,1
20,7,0.92,8,1,1,1,600,2100,1,10,40.0,42.0,1,1,1,17,1,1,1,1
26,10,0.87,10,1,1,1,720,2800,1,14,50.0,54.0,1,1,1,23,1,1,1,1
31,13,0.82,13,1,2,1,860,3450,1,20,56.0,59.5,1,1,1,29,1,1,1,1
14,4,0.93,5,0,1,1,550,1450,1,7,28.0,30.0,1,1,1,10,1,1,1,1
28,12,0.85,11,1,1,1,760,2950,1,16,49.0,53.5,1,1,1,24,1,1,1,1
22,9,0.91,9,1,1,1,640,2100,1,13,42.0,45.0,1,1,1,20,1,1,1,1
37,17,0.68,16,2,3,1,980,4200,1,28,64.0,67.5,1,1,1,38,1,1,1,1
43,20,0.63,19,3,2,1,1050,4600,1,35,70.0,73.5,1,1,1,45,1,1,1,1
17,6,0.94,6,0,1,1,550,1700,1,9,34.0,36.0,1,1,1,12,1,1,1,1
29,12,0.79,12,1,1,1,810,3250,1,18,52.0,56.0,1,1,1,26,1,1,1,1
33,15,0.66,14,2,2,1,880,3600,1,21,60.0,61.5,1,1,1,31,1,1,1,1
41,19,0.70,18,2,2,1,995,4450,1,29,66.0,68.0,1,1,1,40,1,1,1,1
16,5,0.98,6,0,1,1,540,1600,1,7,30.0,32.0,1,1,1,13,1,1,1,1
31,14,0.85,13,1,2,1,865,3400,1,20,56.0,60.0,1,1,1,29,1,1,1,1
25,10,0.83,10,1,1,1,695,2650,1,14,46.0,49.0,1,1,1,21,1,1,1,1
34,15,0.75,14,2,2,1,900,3500,1,22,60.0,65.0,1,1,1,32,1,1,1,1
38,17,0.65,17,2,2,1,970,4050,1,28,64.0,66.0,1,1,1,39,1,1,1,1
19,7,0.93,7,0,1,1,580,1850,1,8,32.0,34.0,1,1,1,14,1,1,1,1
44,21,0.60,19,3,2,1,1010,4400,1,32,68.0,70.0,1,1,1,42,1,1,1,1
26,11,0.86,10,1,1,1,730,2800,1,14,50.0,53.0,1,1,1,22,1,1,1,1
15,5,0.99,6,0,1,1,530,1500,1,7,30.0,31.0,1,1,1,12,1,1,1,1
36,16,0.73,16,2,2,1,940,3900,1,25,62.0,64.5,1,1,1,35,1,1,1,1
40,19,0.64,18,2,2,1,990,4600,1,29,66.0,70.0,1,1,1,40,1,1,1,1
45,21,0.60,19,3,2,1,1020,4450,1,31,70.0,74.0,1,1,1,41,1,1,1,1
23,9,0.78,9,1,1,1,610,2250,1,12,42.0,44.5,1,1,1,20,1,1,1,1
28,11,0.86,11,1,1,1,765,3000,1,16,49.0,52.0,1,1,1,24,1,1,1,1
33,16,0.71,14,2,2,1,880,3650,1,21,60.0,62.0,1,1,1,31,1,1,1,1
39,18,0.73,17,2,2,1,990,4300,1,29,65.0,67.5,1,1,1,39,1,1,1,1
20,8,0.94,8,1,1,1,600,2100,1,10,40.0,42.0,1,1,1,17,1,1,1,1
14,4,0.91,5,0,1,1,540,1400,1,7,28.0,30.5,1,1,1,10,1,1,1,1
35,17,0.63,15,2,2,1,930,3800,1,24,64.0,66.5,1,1,1,33,1,1,1,1
60,33,0.10,28,4,3,0,160,1550,0,3,9.0,11.0,0,0,0,5,0,0,0,0
94,56,0.06,45,9,7,0,460,3850,0,7,18.5,24.0,0,0,0,16,0,0,0,0
37,19,0.39,15,2,1,0,95,820,0,1,8.5,9.0,0,0,0,2,0,0,0,0
76,44,0.20,36,7,5,0,310,2800,0,4,15.0,18.5,0,0,0,10,0,0,0,0
51,27,0.28,23,3,3,0,140,1250,0,2,9.0,12.0,0,0,0,5,0,0,0,0
88,49,0.15,40,8,6,0,390,3400,0,5,15.5,19.5,0,0,0,13,0,0,0,0
44,24,0.31,19,2,2,0,110,900,0,2,8.5,10.0,0,0,0,3,0,0,0,0
67,37,0.09,32,6,5,0,210,1900,0,3,5.0,8.0,0,0,0,8,0,0,0,0
99,61,0.05,48,9,8,0,490,4000,0,7,18.0,22.5,0,0,0,17,0,0,0,0
56,31,0.22,26,4,3,0,175,1500,0,2,8.5,9.5,0,0,0,6,0,0,0,0
42,23,0.29,18,2,2,0,105,930,0,2,8.0,10.0,0,0,0,3,0,0,0,0
82,46,0.06,38,7,6,0,370,3300,0,5,16.0,17.0,0,0,0,10,0,0,0,0
63,35,0.19,29,5,4,0,200,1800,0,3,12.5,14.5,0,0,0,5,0,0,0,0
85,46,0.04,40,7,6,0,330,3150,0,5,16.5,18.5,0,0,0,12,0,0,0,0
33,18,0.35,14,2,2,0,100,860,0,1,8.0,9.0,0,0,0,2,0,0,0,0
77,44,0.09,36,7,5,0,310,2800,0,4,15.0,19.0,0,0,0,9,0,0,0,0
53,29,0.07,25,4,3,0,160,1400,0,2,5.5,7.0,0,0,0,6,0,0,0,0
89,51,0.13,42,8,6,0,420,3550,0,5,18.0,22.0,0,0,0,14,0,0,0,0
38,20,0.26,15,2,1,0,90,760,0,1,5.0,7.5,0,0,0,2,0,0,0,0
71,39,0.15,34,6,4,0,220,2400,0,4,15.5,18.5,0,0,0,9,0,0,0,0
47,26,0.24,21,3,2,0,130,1080,0,2,9.5,11.0,0,0,0,4,0,0,0,0
90,51,0.17,41,8,6,0,400,3450,0,5,15.0,20.0,0,0,0,15,0,0,0,0
54,30,0.26,26,4,4,0,160,1450,0,2,10.0,12.5,0,0,0,6,0,0,0,0
100,63,0.09,49,10,8,0,500,4200,0,8,25.0,29.5,0,0,0,17,0,0,0,0
35,18,0.36,14,2,2,0,100,860,0,1,8.5,9.5,0,0,0,2,0,0,0,0
58,30,0.08,27,4,3,0,180,1400,0,2,5.5,8.0,0,0,0,6,0,0,0,0
74,42,0.11,35,6,4,0,305,2800,0,4,10.0,13.0,0,0,0,9,0,0,0,0
41,21,0.37,17,2,2,0,100,840,0,1,8.0,9.0,0,0,0,3,0,0,0,0
64,36,0.31,29,5,4,0,210,1820,0,3,12.0,15.0,0,0,0,6,0,0,0,0
